,Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
10,Antigua and Barbuda,ATG,Agricultural land (% of land area),,22.7272727272727,20.4545454545455,22.7272727272727,20.4545454545455,25.0,25.0,22.7272727272727,22.7272727272727,25.0,25.0,25.0,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,15.909090909090901,18.181818181818198,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,,,
11,Australia,AUS,Agricultural land (% of land area),,60.0842195696601,60.3579657133931,60.72022701534701,61.05059682647121,61.5669786392096,61.7203181338922,62.0553740416282,61.807141090558794,62.3436991525975,62.71390078492121,62.9047290524973,63.0614529502883,63.394686487119706,63.487106725850296,63.3712560040613,63.493094515965296,62.300482928289696,62.0296005102638,62.543378935995705,62.8621636749411,62.838082345131,62.2314931726176,61.3260351717585,61.575179308280106,61.5648959296044,61.2947945276805,61.31236738997439,61.4767712794345,60.7991096416438,60.4611900082007,60.2650247972612,60.6820873957018,59.9151295835882,61.0624422373508,60.313708134282706,60.557515327440996,60.164273720109904,60.370722309725,59.0616091535087,59.2921390729339,59.3181729429988,58.18569959517329,57.2094294677375,57.2888327714356,57.94475612772221,56.613904690001704,55.3804199263241,54.31810785832371,53.24303919399139,51.8828996524478,53.326815374301994,52.7802871535868,51.6271575569816,52.883771787095,47.6306574853885,48.241944248714894,,,
12,Austria,AUT,Agricultural land (% of land area),,43.054007051873896,42.7585371760717,42.2596276196189,42.0985710825866,41.9496240151596,41.2448534754178,40.853717015886204,40.6793418361362,40.580044776655996,40.3947693004133,40.2143364294472,40.0472281140258,39.019132370693605,38.8387024561411,38.623153305885204,38.5504964882538,38.4790518001483,38.5178015116024,38.058850839716,38.0358440300315,38.2102192097814,38.056429537077705,36.642042895904005,36.7304426153049,36.7825139258901,36.6529431923968,36.6674739646404,36.9132967889093,36.941149160284,36.6178239566935,36.7752470615615,36.4858319205619,36.3162993460886,36.2569641275884,36.0995410227204,36.005086568517,35.8997347742341,35.8428179019587,35.7859039860969,35.6042619420184,35.3124254983804,35.1441020970196,34.9386047525884,34.7226919634748,34.5943333595075,34.430855519836896,34.271841950561196,34.021167487603805,33.8467880804453,33.6583071859326,33.3971267218863,33.1322506692471,32.9136934111166,32.8902247302037,32.9417255251407,32.3566761396415,,,
13,Azerbaijan,AZE,Agricultural land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4289879586984,53.5539612466043,53.9072532621027,53.9445064385388,54.3903299696142,55.1413784156422,56.34838477351379,56.7365927373647,57.386355575858005,57.450000886666295,57.4317946998865,57.5255285450044,57.5152384121504,57.568353467895605,57.5529107735272,57.5645327323161,57.568350331905,57.5790914311967,57.6703449230822,57.691939170946206,57.6870952280192,57.704540089756,57.7005468953326,57.70175190092589,57.7355751784202,,,
14,Burundi,BDI,Agricultural land (% of land area),,61.3317757009346,61.9158878504673,62.46105919003121,62.5,63.239875389408105,63.1230529595016,64.8753894080997,65.2647975077882,73.8707165109034,73.20872274143301,73.94859813084109,74.2211838006231,77.88161993769471,79.0498442367601,80.2180685358256,81.5809968847352,83.4501557632399,82.55451713395641,81.7757009345794,81.3084112149533,80.8021806853583,80.2180685358256,80.2180685358256,80.2180685358256,80.2180685358256,81.0747663551402,81.46417445482871,81.97040498442371,81.97040498442371,82.1651090342679,82.1651090342679,82.55451713395641,82.6713395638629,80.7242990654206,79.3224299065421,77.6090342679128,76.01246105919,74.493769470405,73.481308411215,72.70249221183799,72.0794392523365,71.417445482866,71.37850467289721,71.96261682242991,70.8333333333333,69.43146417445479,67.4844236760125,69.43146417445479,71.37850467289721,71.37850467289721,73.3255451713396,75.2725856697819,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667,,,
15,Belgium,BEL,Agricultural land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.89167686875629,45.799209010176,45.8751643192186,45.97754132007529,45.9478219560149,45.673712021136105,45.57463672391021,45.1420087323005,45.08916938005711,45.03302429279861,44.772125203826896,44.11162322232099,43.9894319682959,44.1380449141347,43.966316011497,43.857331571994706,44.6103054434653,,,
16,Benin,BEN,Agricultural land (% of land area),,12.7882227740333,12.9655906349769,13.142958495920501,13.320326356864099,13.497694217807698,13.763746009223098,14.1184817311103,14.384533522525699,15.138346931536,15.315714792479598,15.759134444838601,16.025186236254,16.2025540971976,16.468605888613,16.8233416105002,17.0893934019156,17.355445193331,17.532813054274598,17.7101809152182,17.976232706633603,18.242284498049,18.534941468605897,18.6236253990777,18.7123093295495,18.889677190493103,19.4217807733239,19.5104647037957,19.5991486342675,19.687832564739303,20.1312522170983,20.219936147570102,20.3529620432778,20.5746718694573,21.284143313231603,22.3483504788932,24.0333451578574,25.629655906349804,27.048598793898503,27.580702376729302,28.334515785739605,28.9553032990422,29.8421426037602,30.7467186945725,31.6335579992905,31.216743526073103,29.5760908123448,29.6204327775807,30.5516140475346,29.709116708052502,30.507272082298698,31.3054274565449,32.8130542745655,33.2564739269244,33.2564739269244,33.2564739269244,33.2564739269244,,,
17,Burkina Faso,BFA,Agricultural land (% of land area),,29.7478070175439,29.7843567251462,29.820906432748497,29.857456140350898,29.8940058479532,29.9342105263158,29.9707602339181,30.0073099415205,30.0511695906433,30.102339181286503,30.0438596491228,30.343567251462,30.6030701754386,30.8954678362573,31.1988304093567,31.3779239766082,31.5606725146199,31.743421052631604,31.9261695906433,32.108918128655,32.2916666666667,32.474415204678394,32.6571637426901,32.839912280701796,33.0226608187134,33.2054093567251,33.406432748537995,34.9561403508772,35.0877192982456,34.996345029239805,34.9049707602339,34.813596491228104,34.7222222222222,34.4700292397661,34.5394736842105,34.9049707602339,36.0014619883041,36.440058479532205,36.440058479532205,35.7090643274854,38.6330409356725,39.364035087719294,40.826023391812896,38.9985380116959,40.0950292397661,39.364035087719294,40.0950292397661,44.115497076023395,43.0190058479532,44.15204678362571,43.092105263157904,44.225146198830394,44.9561403508772,44.225146198830394,44.225146198830394,44.225146198830394,,,
18,Bangladesh,BGD,Agricultural land (% of land area),,72.827840516248,72.8047937312745,72.827840516248,73.1351309825613,74.03395559652759,74.1338249980794,74.47952677268191,74.2797879695783,74.3258815395252,74.49489129599749,74.47952677268191,76.7534762234002,76.7381117000845,76.7381117000845,76.853345624952,76.807252055005,76.7534762234002,76.7227471767688,76.6920181301375,76.7227471767688,76.67665360682179,76.6536068218484,76.54605515863871,77.28355227779059,77.0300376430821,77.1375893062918,77.7060766689713,80.102942306215,80.2258584927403,79.7879695782438,79.2809403088269,73.35791657063841,72.5666436198817,71.8906045939925,72.0135207805178,71.65245448259971,71.9443804255973,72.47445647998771,72.873934086195,72.21325958362141,72.23630636859491,71.8521932857033,71.6601367442575,71.62172543596841,71.5295382960744,71.2913881846816,71.18383652147192,71.08396711992009,71.0301912883153,70.9917799800261,70.12368441269109,70.06222631942839,69.9700391795345,69.900898824614,70.38672685238531,70.63232665696779,,,
19,Bulgaria,BGR,Agricultural land (% of land area),,51.279038235559995,51.387507909247,51.459821025038394,52.1739130434783,52.3637349724306,52.44508722769589,52.996474735605204,53.1591792461358,54.4336979119588,54.325228238271706,54.3161890987978,54.4336979119588,54.0721323330019,54.5783241435415,53.828075567206,56.024586459369104,56.0968995751604,56.1420952725301,56.0968995751604,55.8709210883124,55.8528428093645,55.87996022778629,55.8347645304167,55.789568833047106,55.7624514146253,55.7353339962036,55.7353339962036,55.6991774383079,55.7534122751514,55.6720600198861,55.690138298833894,55.6268643225165,55.3285727198771,55.6720600198861,55.7172557172557,55.7172557172557,56.069782156738704,51.025942330290206,51.3332730724035,50.456476543433105,49.697188827623606,48.9430147058824,48.9657074561,49.006987863184996,48.4628129602356,47.776857221761894,47.1043182027438,46.966209372985894,46.3338246131172,46.5364775239499,46.8680913780398,47.190493736182795,46.0114222549742,45.845615327929295,46.1670956369174,46.25092114959471,,,
20,Bahrain,BHR,Agricultural land (% of land area),,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,10.1449275362319,11.594202898550698,14.4927536231884,14.4927536231884,14.4927536231884,14.4927536231884,14.4927536231884,13.0434782608696,11.594202898550698,11.594202898550698,11.594202898550698,11.594202898550698,11.594202898550698,11.594202898550698,11.594202898550698,11.594202898550698,11.594202898550698,11.594202898550698,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,14.084507042253499,12.9577462102326,12.9577462102326,12.9577462102326,12.361110581292,11.917807957897502,11.756756499006901,11.5540543118039,11.199999491373699,10.789473433243598,10.999999548259499,11.2860901914618,11.2125172407413,11.1688316642464,11.1688316642464,11.154345722012401,11.0539846325564,11.0539846325564,,,
21,"Bahamas, The",BHS,Agricultural land (% of land area),,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,0.999000999000999,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.0989010989011,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.4985014985015,1.4985014985015,1.3986013986013999,1.3986013986013999,1.3986013986013999,1.3986013986013999,1.3986013986013999,1.3986013986013999,,,
22,Bosnia and Herzegovina,BIH,Agricultural land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.96875,42.7734375,42.578125,42.48046875,42.3828125,42.28515625,42.1875,41.11328125,41.6015625,41.5234375,41.46484375,42.36328125,42.3710918426514,42.12890625,42.16796875,41.97265625,41.6015625,41.5625,41.875,42.01171875,42.109375,42.20703125,42.12890625,42.5,43.14453125,,,
23,Belarus,BLR,Agricultural land (% of land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2975744429107,46.115164661802396,46.0757247091303,46.041214750542295,46.01163478603829,45.8785249457701,45.8834549398541,45.7552750936699,45.61230526523371,45.000985998816795,44.49539022827,44.3031109796381,44.164488930526105,44.12069220529511,44.149827501232096,43.94282897979299,43.9477575160177,44.014397002268,43.85411532774771,43.7386033216697,43.349268148440196,42.9317713441956,42.48791740127079,42.24201571252429,42.0354891269939,,,
24,Belize,BLZ,Agricultural land (% of land area),,3.4633932485751897,3.4633932485751897,3.50723366944323,3.50723366944323,3.50723366944323,3.55107409031127,3.55107409031127,3.55107409031127,3.59491451117931,3.59491451117931,3.63875493204735,3.63875493204735,3.6825953529153903,3.6825953529153903,3.7264357737834306,3.7264357737834306,3.77027619465147,4.07715914072775,4.12099956159579,4.208680403331869,4.25252082419991,4.25252082419991,4.25252082419991,4.25252082419991,4.42788250767207,4.515563349408151,4.9101271372205195,5.0416483998246395,5.26085050416484,5.523893029373079,5.6992547128452395,5.96229723805348,6.26918018412977,6.26918018412977,6.40070144673389,6.44454186760193,6.48838228846997,6.48838228846997,6.57606313020605,6.53222270933801,6.53222270933801,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.6637439719421305,6.7952652345462505,6.882946076282329,6.882946076282329,7.01446733888645,7.01446733888645,7.01446733888645,7.01446733888645,7.01446733888645,,,
25,Bermuda,BMU,Agricultural land (% of land area),,7.40740738696685,5.555555678198861,5.555555678198861,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,5.555555678198861,,,
26,Bolivia,BOL,Agricultural land (% of land area),,27.7319302132373,27.639619680605602,27.515000461552702,27.5805409397212,27.614695836795,27.647927628542398,27.6820825256162,27.7153143173636,27.9340902797009,27.967322071448397,28.3707190990492,28.8655035539555,28.9005815563556,29.394442905935602,29.890150466168198,29.923382257915602,30.419089818148198,30.4523216098957,30.947106064801996,30.9812609618758,31.476968522108397,31.511123419182102,31.5452783162559,32.0474476137727,32.0197544539832,32.4960768023631,32.5182313301948,32.5394627527001,32.74254592449,32.7286993445952,33.043478260869605,33.075786947290695,33.4284131819441,33.5558017169759,33.785654943229,33.8631957906397,34.0385858026401,34.1382811778824,34.218591341272,34.286901135419505,34.2989015046617,34.441982830240896,33.829040893565995,33.801347733776396,34.119819071356,34.2582848703037,34.51490815102,34.6026031570202,34.776146958367896,34.6312194221361,34.669066740515106,34.755838641189,34.8361488045786,34.8029170128312,34.7650696944521,34.787224222283804,,,
27,Brazil,BRA,Agricultural land (% of land area),,18.0101075119584,18.6540306814674,19.3237969213246,19.8657835355713,20.386712833238,20.948919257155303,21.486718336854896,22.160791755103396,23.184344842273504,23.378048226040697,23.884739906247102,24.268198426922698,24.630001411797398,25.1303519682609,25.5339106547629,25.843907855096898,26.1481621509092,26.3263118349298,26.622310705491902,26.833482090513,27.018451473653197,27.2950680414542,27.3770240747343,27.508991234892,27.642633408868498,28.003239955301105,28.2109416688402,28.4377863974521,28.646564905589,28.9069099105782,29.305682843312002,29.517213159865697,29.8467123068051,30.080616022224998,30.924583699244103,30.990028882024003,31.0554740648039,31.1207996037396,31.198209170939897,31.275618738140302,31.521965413357503,31.8094695709811,32.1206632097572,32.558918611078504,32.5948828028724,32.6369263974999,32.4998145520415,32.7225913899504,32.7273771437186,32.7181645677148,32.9466843101456,32.974680969689395,33.4478723735185,33.9284816956883,33.9887821931674,33.9245334488295,,,
28,Barbados,BRB,Agricultural land (% of land area),,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,41.8604651162791,41.8604651162791,41.8604651162791,39.5348837209302,39.5348837209302,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,34.8837209302326,32.5581395348837,30.2325581395349,29.0697674418605,27.906976744186,25.581395348837198,23.2558139534884,,,
29,Brunei Darussalam,BRN,Agricultural land (% of land area),,3.98481973434535,3.98481973434535,3.98481973434535,4.55407969639469,4.55407969639469,4.36432637571157,4.36432637571157,4.55407969639469,4.55407969639469,4.55407969639469,3.60531309297913,3.4155597722960196,3.4155597722960196,3.4155597722960196,3.4155597722960196,3.2258064516129,2.8462998102466806,2.8462998102466806,2.8462998102466806,2.6565464895635698,2.6565464895635698,2.46679316888046,2.46679316888046,2.2770398481973397,2.2770398481973397,2.2770398481973397,2.2770398481973397,2.2770398481973397,2.2770398481973397,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,1.8975332068311201,1.8975332068311201,1.8975332068311201,1.8975332068311201,1.8975332068311201,1.8975332068311201,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,1.9544592392286297,2.16318778340233,2.16318778340233,2.54269442476856,2.54269442476856,2.54269442476856,2.54269442476856,2.73244774545167,2.73244774545167,2.73244774545167,2.73244774545167,,,
30,Bhutan,BTN,Agricultural land (% of land area),,7.726387755293991,7.76919322762249,7.76919322762249,7.8119986999509905,7.83340143611524,7.8762069084437405,7.8762069084437405,7.919012380772231,7.919012380772231,8.17584521474322,8.17584521474322,8.24005342323597,8.24005342323597,8.38987257638572,8.38987257638572,8.51828899337121,8.561094465699709,8.561094465699709,8.66810814652096,8.83933003583495,8.83933003583495,8.9463437166562,9.20317655062719,9.50281485692668,9.50281485692668,9.50281485692668,9.95227231637591,9.84525863555467,9.67403674624067,9.71684221856917,10.7869790267816,10.7869790267816,10.8083817629459,12.7889447236181,14.1959798994975,14.321608040201001,14.3718592964824,14.3718592964824,14.3718592964824,13.3165829145729,13.4422110552764,13.4422110552764,13.492462311557802,15.3212479334963,15.5573630557591,15.137602838403001,14.7703126482164,13.676312261480598,13.642207064072,13.642207064072,13.631712418134901,13.631712418134901,13.631712418134901,13.7891224996434,13.7891224996434,13.606334240966802,,,
